"YEAR"	"AGE"	"MARST"	"n"	"prop"
1930	17	2	12779.25	0.00557112724207437
1930	17	4	1721.75	0.000750598691554007
1930	17	5	2311.6	0.00100774440853564
1930	17	6	2166750.5	0.9445971193402
1930	18	1	226980.05	0.0958128328086909
1930	18	2	27387.25	0.0115607076716206
1930	18	4	5022.25	0.00211999248204169
1930	18	5	4695.35	0.00198200143373079
1930	18	6	2104909.35	0.888524465603916
1930	19	1	351712.75	0.156354577365492
1930	19	2	37120.4	0.016501944992435
1930	19	4	6087.25	0.0027060986588291
1930	19	5	6839	0.00304029056268959
1930	19	6	1847696.65	0.821397088420554
1930	20	1	522026.65	0.232169559806083
1930	20	2	46109.4	0.0205069972977866
1930	20	4	13450.35	0.00598199697034192
1930	20	5	13228.5	0.00588332994473512
1930	20	6	1653656.65	0.735458115981054
1930	21	1	660960.6	0.29759083606916
1930	21	2	56332.2	0.025363004232953
1930	21	4	13715	0.00617504026214048
1930	21	5	14346.35	0.00645929922455407
1930	21	6	1475684	0.664411820211193
1930	22	1	848228.85	0.381995780355664
1930	22	2	68283.8	0.0307512807029024
1930	22	4	16339.65	0.00735848274022797
1930	22	5	17921.7	0.00807095134385031
1930	22	6	1269744.9	0.571823504857356
1930	23	1	990334.7	0.4600263510658
1930	23	2	73596.7	0.0341868474885151
1930	23	4	19642.8	0.00912439562979595
1930	23	5	21743.2	0.0101000651158582
1930	23	6	1047460.8	0.486562340700031
1930	24	1	1082201.5	0.516485453559577
1930	24	2	74008.85	0.0353210510793717
1930	24	4	21368.25	0.0101980918461344
1930	24	5	19722.1	0.00941245947602857
1930	24	6	898017.75	0.428582944038888
1930	25	1	1181534.95	0.567184714452065
1930	25	2	72187.9	0.0346531208817769
1930	25	4	27192.75	0.0130536232922407
1930	25	5	27887.5	0.0133871314803527
1930	25	6	774354.15	0.371721409893564
1930	26	1	1203607.85	0.604593352465102
1930	26	2	68211.75	0.0342639594864818
1930	26	4	25681.8	0.0129004189855843
1930	26	5	30139.65	0.0151396752984162
1930	26	6	663131.5	0.333102593764416
1930	27	1	1224582.9	0.647796924096009
1930	27	2	72612.85	0.0384117570805904
1930	27	4	25936.35	0.0137201717844317
1930	27	5	29788.3	0.0157578299632056
1930	27	6	537460.45	0.284313317075763
1930	28	1	1318216.85	0.673748646207772
1930	28	2	71986	0.036792482242897
1930	28	4	26473.6	0.0135308179077259
1930	28	5	36398.3	0.0186033924154924
1930	28	6	503466.25	0.257324661226113
1930	29	1	1392997.1	0.717632726139911
1930	29	2	74208.3	0.0382300183045667
1930	29	4	29331.9	0.0151109656724076
1930	29	5	35798.45	0.01844234942419
1930	29	6	408764.55	0.210583940458924
1930	30	1	1543306	0.706028256071468
1930	30	2	88436.2	0.0404575995036549
1930	30	4	32200.75	0.0147311287370705
1930	30	5	53262.1	0.0243662291066737
1930	30	6	468693.3	0.214416786581133
1930	31	1	1176351.95	0.760486294089231
1930	31	2	52792.15	0.034128992186822
1930	31	4	23138.85	0.0149587700228546
1930	31	5	31176.45	0.0201549059559583
1930	31	6	263382.35	0.170271037745135
1930	32	1	1406608.2	0.745180032162919
1930	32	2	71509.85	0.0378838345482171
1930	32	4	31243.05	0.016551657386803
1930	32	5	43984.1	0.023301494369688
1930	32	6	334263.35	0.177082981532373
1930	33	1	1344465.9	0.77146228661598
1930	33	2	67133.8	0.0385217615837039
1930	33	4	27221.75	0.0156199971309712
1930	33	5	42056.3	0.0241321474680821
1930	33	6	261872.25	0.150263807201262
1930	34	1	1372158.7	0.776409291480584
1930	34	2	60698.8	0.0343452344847004
1930	34	4	27618.45	0.0156273623424841
1930	34	5	50003.1	0.0282932808302952
1930	34	6	256834.55	0.145324830861936
1930	35	1	1555077.95	0.757305089363487
1930	35	2	71906.05	0.0350174199441419
1930	35	4	35373.05	0.01722626881264
1930	35	5	68707.05	0.0334595437097874
1930	35	6	322372.45	0.156991678169944
1930	36	1	1451325.4	0.79124608091166
1930	36	2	63721.1	0.0347400180871774
1930	36	4	28591.05	0.0155875148754713
1930	36	5	57347.3	0.0312650949097048
1930	36	6	233242.75	0.127161291215986
1930	37	1	1352588.95	0.795376984926789
1930	37	2	61913.85	0.0364078468467523
1930	37	4	22765.8	0.0133872107734181
1930	37	5	57422.2	0.0337665750587886
1930	37	6	205872.55	0.121061382394252
1930	38	1	1560229.65	0.783132646230566
1930	38	2	66559.2	0.0334083398729087
1930	38	4	35166.5	0.0176512696087189
1930	38	5	78780.05	0.0395424026371222
1930	38	6	251557.55	0.126265341650684
1930	39	1	1359489.6	0.796642345107987
1930	39	2	57252.35	0.0335490954597543
1930	39	4	25801.65	0.0151194146418299
1930	39	5	73387.15	0.0430038679786823
1930	39	6	190593.65	0.111685276811747
1930	40	1	1569808.35	0.74730873528952
1930	40	2	76601.1	0.0364660253990789
1930	40	4	38415.7	0.0182878299648882
1930	40	5	125595.4	0.0597898078018131
1930	40	6	290195	0.1381476015447
1930	41	1	1096133.95	0.8041006690239
1930	41	2	41916.6	0.0307491307090773
1930	41	4	20474.4	0.0150195865549671
1930	41	5	60250.95	0.0441988218723866
1930	41	6	144404.1	0.105931791839669
1930	42	1	1382048.8	0.783927712391956
1930	42	2	58373.45	0.0331106724472582
1930	42	4	28900.1	0.0163927563779939
1930	42	5	94502.5	0.0536038442639079
1930	42	6	199155.05	0.112965014518884
1930	43	1	1158466.9	0.798933625890934
1930	43	2	50370.7	0.0347380196962593
1930	43	4	21470	0.0148067285719414
1930	43	5	80565.9	0.0555620593131892
1930	43	6	139142.95	0.0959595665276763
1930	44	1	1084098.8	0.792383491229739
1930	44	2	42275.95	0.0309001032526315
1930	44	4	23380.35	0.0170890359431938
1930	44	5	77365.65	0.0565476724522323
1930	44	6	141028.4	0.103079697122203
1930	45	1	1308147.3	0.745569129344841
1930	45	2	69401.65	0.0395549704269507
1930	45	4	29047.3	0.0165552993694352
1930	45	5	138322.25	0.0788357698720316
1930	45	6	209643.55	0.119484830986741
1930	46	1	1054309.3	0.783065858132119
1930	46	2	45295.3	0.0336421228228298
1930	46	4	20643.3	0.0153323729850232
1930	46	5	95614.4	0.0710155664810959
1930	46	6	130524.2	0.0969440795789322
1930	47	1	999891.1	0.779020060548917
1930	47	2	48776.75	0.0380022051785233
1930	47	4	19872.4	0.0154826843155743
1930	47	5	89746.5	0.0699219383631411
1930	47	6	125237.45	0.0975731115938445
1930	48	1	1096312.65	0.761841175772201
1930	48	2	50489.55	0.0350858107276326
1930	48	4	26023.45	0.0180840162207825
1930	48	5	120180.25	0.0835147373010766
1930	48	6	146024.55	0.101474259978307
1930	49	1	995900.5	0.76665884791533
1930	49	2	49892.8	0.0384082110283808
1930	49	4	18687.4	0.0143858352862891
1930	49	5	118880.05	0.0915156104180256
1930	49	6	115653.15	0.0890314953519743
1930	50	1	1158989.35	0.71102480781602
1930	50	2	64613.1	0.0396392917759747
1930	50	4	25882.2	0.0158783911869904
1930	50	5	194952.2	0.119600624922317
1930	50	6	185589.75	0.113856884298698
1930	51	1	710035.7	0.755906768378922
1930	51	2	34249.4	0.0364620444759567
1930	51	4	13249.8	0.0141057886239622
1930	51	5	92803.35	0.0987988074307222
1930	51	6	88978.25	0.0947265910904365
1930	52	1	906904.65	0.734955075098506
1930	52	2	47345	0.0383683643374623
1930	52	4	21991.6	0.0178219816488275
1930	52	5	136808.55	0.110869580544512
1930	52	6	120909.5	0.0979849983706918
1930	53	1	796632.35	0.745213128520611
1930	53	2	39807.5	0.0372380956078224
1930	53	4	16262.15	0.0152124975567104
1930	53	5	123737.15	0.115750444562946
1930	53	6	92560.2	0.0865858337519101
1930	54	1	767406.55	0.718532204977118
1930	54	2	42563.35	0.0398525888614227
1930	54	4	15973.65	0.0149563252438134
1930	54	5	138914.65	0.130067497818626
1930	54	6	103161.5	0.0965913830990196
1930	55	1	752086.5	0.696946239237554
1930	55	2	42387.95	0.0392802188863774
1930	55	4	15704.55	0.0145531492207587
1930	55	5	154807.9	0.143457944942853
1930	55	6	114130.05	0.105762447712456
1930	56	1	675697.45	0.71012599135045
1930	56	2	34451	0.0362063679950462
1930	56	4	12357.3	0.0129869365540967
1930	56	5	134949.65	0.141825685428658
1930	56	6	94062.3	0.0988550186717494
1930	57	1	621480.65	0.714272423364458
1930	57	2	33048.7	0.0379831214987063
1930	57	4	13820.65	0.0158841778387983
1930	57	5	122803.85	0.141139395953817
1930	57	6	78935.25	0.090720881344221
1930	58	1	641242.6	0.687332063947219
1930	58	2	34183	0.0366399112315804
1930	58	4	13901.25	0.0149004056404647
1930	58	5	153068.15	0.164069959581729
1930	58	6	90549.4	0.0970576595990072
1930	59	1	556134.85	0.688529247102502
1930	59	2	31891.8	0.0394840155094463
1930	59	4	9800	0.012133004471136
1930	59	5	137204.9	0.169868129098139
1930	59	6	72682.65	0.0899856038187765
1930	60	1	663562.75	0.625170027104941
1930	60	2	41912.45	0.0394874599313094
1930	60	4	11698.85	0.0110219724835317
1930	60	5	238381	0.224588640985804
1930	60	6	105856.6	0.0997318994944139
1930	61	1	409998.4	0.668459067849757
1930	61	2	21365.7	0.0348345161980085
1930	61	4	7571.9	0.012345182849132
1930	61	5	116209.2	0.189466821108487
1930	61	6	58203.35	0.0948944119946154
1930	62	1	473700.15	0.646786355556657
1930	62	2	27041	0.0369215628084719
1930	62	4	8806.5	0.012024323910832
1930	62	5	157929.25	0.215635321296175
1930	62	6	64913.55	0.0886324364278644
1930	63	1	450432.15	0.634286452973108
1930	63	2	26819.1	0.0377659361369544
1930	63	4	8904.35	0.0125388664586466
1930	63	5	161660.4	0.227645832346145
1930	63	6	62323.95	0.087762912085146
1930	64	1	380973.1	0.625347278960445
1930	64	2	20050.4	0.0329116756066728
1930	64	4	6342	0.0104100589862306
1930	64	5	150630.9	0.247252689080575
1930	64	6	51222.05	0.0840782973660762
1930	65	1	425579.4	0.563662772159089
1930	65	2	31458.95	0.0416661120491597
1930	65	4	7797.5	0.0103274746519932
1930	65	5	213014.1	0.282128594840289
1930	65	6	77174.9	0.102215046299469
1930	66	1	297150	0.597875955879712
1930	66	2	18781.65	0.0377893217120922
1930	66	4	5133	0.0103277714337222
1930	66	5	134114.65	0.269843259519512
1930	66	6	41830.15	0.0841636914549613
1930	67	1	288619.9	0.584192922583886
1930	67	2	20007.1	0.0404961896994215
1930	67	4	4202.3	0.00850583732644306
1930	67	5	139598.5	0.282560058067121
1930	67	6	41621.15	0.0842449923231291
1930	68	1	305942.05	0.545674810562805
1930	68	2	18946.3	0.0337924082791695
1930	68	4	4886.2	0.00871497154239497
1930	68	5	178776.2	0.318863226117947
1930	68	6	52116.6	0.0929545834976836
1930	69	1	261339.35	0.528550633260204
1930	69	2	17309.2	0.0350073137521293
1930	69	4	5572.8	0.0112708130981135
1930	69	5	168019.45	0.339814064347873
1930	69	6	42204.45	0.0853571755416803
1930	70	1	261110.4	0.475928084316297
1930	70	2	19476.9	0.0355007066184269
1930	70	4	4565.2	0.00832102777415514
1930	70	5	211583.65	0.38565526772258
1930	70	6	51898	0.0945949135685411
1930	71	1	174141	0.495111956100363
1930	71	2	12500.95	0.035542289338024
1930	71	4	3419.8	0.00972306273348621
1930	71	5	130812.5	0.371921791866239
1930	71	6	30846.2	0.0877008999618873
1930	72	1	184993.3	0.465157791008853
1930	72	2	15950.15	0.0401059743258802
1930	72	4	3543.2	0.00890922582116524
1930	72	5	157790.6	0.396757757918592
1930	72	6	35422.85	0.0890692509255089
1930	73	1	154202.7	0.459952266619698
1930	73	2	12092.45	0.0360690817118336
1930	73	4	2204.95	0.00657687414217198
1930	73	5	140128.35	0.41797161917514
1930	73	6	26629.6	0.0794301583511567
1930	74	1	131209	0.444792178160948
1930	74	2	10119.5	0.0343046166566296
1930	74	4	2602.5	0.00882234940944498
1930	74	5	126198.4	0.427806485960769
1930	74	6	24860.05	0.0842743698122085
1930	75	1	126987.2	0.383967934538661
1930	75	2	12024.15	0.0363571134735078
1930	75	4	2703.95	0.00817586415477947
1930	75	5	158352.35	0.478805932872314
1930	75	6	30655.8	0.0926931549607383
1930	76	1	96947.75	0.382310577866287
1930	76	2	10420.5	0.0410929328081945
1930	76	4	1007.65	0.00397363790069356
1930	76	5	121244.75	0.478125077020905
1930	76	6	23963.1	0.0944977744039198
1930	77	1	77299.4	0.385304290568545
1930	77	2	7552.7	0.0376469638234844
1930	77	4	1314.45	0.00655196838187391
1930	77	5	99468.7	0.495808724094565
1930	77	6	14983.85	0.0746880531315313
1930	78	1	65485.75	0.339635768991197
1930	78	2	7797.35	0.0404402326207383
1930	78	4	1315.25	0.00682142214398815
1930	78	5	103633.45	0.537485277086401
1930	78	6	14579.9	0.0756172991576756
1930	79	1	52778.8	0.308324933264361
1930	79	2	6352.7	0.0371114122251454
1930	79	4	1205.05	0.00703970080468328
1930	79	5	96321.3	0.562692944789129
1930	79	6	14521.3	0.0848310089166817
1930	80	1	51870.3	0.284934328702559
1930	80	2	7652.05	0.0420342995885587
1930	80	4	1194.4	0.00656108721565784
1930	80	5	105810.3	0.581237949275721
1930	80	6	15515.95	0.0852323352175036
1930	81	1	29806.5	0.279098577094936
1930	81	2	4535.45	0.0424685099386117
1930	81	4	518.7	0.00485694167175427
1930	81	5	62624.9	0.586399626950923
1930	81	6	9310.05	0.0871763443437745
1930	82	1	28610.15	0.272350133247151
1930	82	2	3276.45	0.0311896859708051
1930	82	4	501	0.00476919613342897
1930	82	5	64424.95	0.613283877118473
1930	82	6	8236.6	0.0784071075301419
1930	83	1	21409.15	0.235014358289827
1930	83	2	4229	0.0464229416491396
1930	83	4	409.5	0.00449519853519098
1930	83	5	58362.6	0.640662940244047
1930	83	6	6686.95	0.0734045612817957
1930	84	1	15341.9	0.213029278872723
1930	84	2	3233.7	0.0449013993762653
1930	84	4	99.25	0.00137813151748595
1930	84	5	48400.1	0.672057463571506
1930	84	6	4942.85	0.0686337266620197
1930	85	1	14579.7	0.208598498288828
1930	85	2	2412.3	0.0345138896837479
1930	85	4	201.75	0.00288653038332551
1930	85	5	48035.5	0.687266073002392
1930	85	6	4664.35	0.0667350086417068
1930	86	1	9066.25	0.186162430763387
1930	86	2	2322.15	0.047682017217394
1930	86	4	198.15	0.00406872584097781
1930	86	5	32994.85	0.677501886521255
1930	86	6	4119.35	0.0845849396569868
1930	87	1	7096.15	0.179652778217308
1930	87	2	2310.6	0.0584973132401248
1930	87	4	98.7	0.00249878162243587
1930	87	5	27335.05	0.692039722273208
1930	87	6	2658.75	0.0673114046469237
1930	88	1	7536.7	0.221865041691505
1930	88	2	1813.85	0.0533960361792477
1930	88	4	407.9	0.0120077421823829
1930	88	5	21602.4	0.635930496986289
1930	88	6	2608.9	0.0768006829605752
1930	89	1	3914.85	0.171367975941903
1930	89	2	920.4	0.0402894325598498
1930	89	5	16389.55	0.717433365288229
1930	89	6	1619.9	0.0709092262100181
1930	90	1	2842.75	0.130822649080986
1930	90	2	1260.35	0.0580009940266362
1930	90	4	103.05	0.00474233541035813
1930	90	5	15608.55	0.718301595044593
1930	90	6	1915.1	0.0881324264374269
1930	91	1	1011.75	0.105888078368167
1930	91	2	301.95	0.0316015866204774
1930	91	5	7534.8	0.788579681629321
1930	91	6	706.4	0.0739306533820343
1930	92	1	1806.3	0.181486616831444
1930	92	2	806.55	0.0810374969857729
1930	92	5	6433.8	0.646431155051845
1930	92	6	906.15	0.091044731130938
1930	93	1	805.6	0.106066989677691
1930	93	2	298.9	0.0393538024015167
1930	93	4	100.6	0.0132452074994734
1930	93	5	5984.4	0.78791868548557
1930	93	6	405.7	0.0534153149357489
1930	94	1	597.25	0.105145020025527
1930	94	5	4882.6	0.859574842656573
1930	94	6	200.4	0.0352801373178997
1930	95	1	833.3	0.186439350717634
1930	95	2	306.3	0.0685303889653321
1930	95	5	2925	0.65442829815082
1930	95	6	404.95	0.0906019621662136
1930	96	1	403.55	0.13335866889179
1930	96	2	200.25	0.0661753771418185
1930	96	5	2320.5	0.766841261710811
1930	96	6	101.75	0.0336246922555807
1930	97	1	402.75	0.211073843089985
1930	97	5	1301.95	0.682327970232168
1930	97	6	203.4	0.106598186677847
1930	98	1	199.2	0.131048320778922
1930	98	5	910.9	0.599256603401204
1930	98	6	409.95	0.269695075819874
1930	99	1	601.55	0.311991079300866
1930	99	5	1223	0.634303200041492
1930	99	6	103.55	0.0537057206576422
1930	100	5	706.1	0.878397711015737
1930	100	6	97.75	0.121602288984263
1930	101	5	492.65	1
1930	103	5	101.6	0.512225863372826
1930	103	6	96.75	0.487774136627174
1930	104	5	394.1	1
1930	105	2	100.95	0.333113347632404
1930	105	5	202.1	0.666886652367596
1930	108	5	199.4	1
1930	109	5	101.9	1
1930	110	1	104.1	0.50780487804878
1930	110	5	100.9	0.49219512195122
1930	111	5	101.4	1
1930	112	5	98.8	1
1930	114	5	101.3	1
1930	116	5	103.1	1
1930	126	5	99.75	1
1940	0	6	1817212	1
1940	1	6	2062546	1
1940	2	6	2191043	1
1940	3	6	2106945	1
1940	4	6	2137117	1
1940	5	6	2144686	1
1940	6	6	2052169	1
1940	7	6	2099194	1
1940	8	6	2213890	1
1940	9	6	2208930	1
1940	10	6	2302643	1
1940	11	6	2201508	1
1940	12	6	2475876	1
1940	13	6	2333139	1
1940	14	1	5656	0.002359732352281
1940	14	2	4048	0.00168886077829447
1940	14	4	600	0.000250325214174081
1940	14	5	1100	0.000458929559319149
1940	14	6	2385478	0.995242152095931
1940	15	1	11769	0.0048613529257959
1940	15	2	6597	0.00272498472695009
1940	15	4	465	0.000192074867065604
1940	15	5	1740	0.000718731760632583
1940	15	6	2400360	0.991502855719556
1940	16	1	39888	0.0162348419048425
1940	16	2	10721	0.0043635614736717
1940	16	4	930	0.000378519930091846
1940	16	5	1845	0.00075093470002092
1940	16	6	2403554	0.978272141991373
1940	17	1	98548	0.0409418095192989
1940	17	2	19831	0.00823879758673151
1940	17	4	2097	0.000871199563278502
1940	17	5	2009	0.000834639924953033
1940	17	6	2284541	0.949113553405738
1940	18	1	219982	0.0860931376980647
1940	18	2	32450	0.0126997768831186
1940	18	4	5053	0.00197756464069024
1940	18	5	4370	0.00171026271122429
1940	18	6	2293308	0.897519258066902
1940	19	1	344341	0.143807672309565
1940	19	2	42218	0.0176315696056096
1940	19	4	5324	0.00222347047658027
1940	19	5	4364	0.00182254416975888
1940	19	6	1998208	0.834514743438486
1940	20	1	514576	0.217385022630895
1940	20	2	61231	0.0258673205138062
1940	20	4	10371	0.00438127714799178
1940	20	5	7197	0.00304040609720343
1940	20	6	1773743	0.749325973610103
1940	21	1	682915	0.291702279704263
1940	21	2	69010	0.0294771301295054
1940	21	4	12947	0.00553021886374014
1940	21	5	8249	0.00352350161481366
1940	21	6	1568016	0.669766869687677
1940	22	1	841595	0.37251820883895
1940	22	2	74787	0.0331032376433303
1940	22	4	15006	0.00664215952071636
1940	22	5	8451	0.00374069639541343
1940	22	6	1319366	0.58399569760159
1940	23	1	1007290	0.449573050878624
1940	23	2	84889	0.0378876060678013
1940	23	4	17132	0.00764634366235403
1940	23	5	11191	0.00499476021044852
1940	23	6	1120046	0.499898239180772
1940	24	1	1154888	0.512383127605976
1940	24	2	88495	0.0392621144885832
1940	24	4	23628	0.0104829113637634
1940	24	5	13881	0.00615851077706111
1940	24	6	973062	0.431713335764616
1940	25	1	1300515	0.570412073561036
1940	25	2	97131	0.0426021192504946
1940	25	4	24651	0.0108120460166573
1940	25	5	15844	0.00694925386750715
1940	25	6	841816	0.369224507304304
1940	26	1	1358940	0.611000930255143
1940	26	2	94970	0.042700014972207
1940	26	4	29105	0.0130860686086773
1940	26	5	17517	0.0078759204197973
1940	26	6	723589	0.325337065744175
1940	27	1	1407663	0.652370251282923
1940	27	2	93743	0.0434444497482814
1940	27	4	28651	0.0132780786804136
1940	27	5	19326	0.00895648139952089
1940	27	6	608384	0.281950738888861
1940	28	1	1492183	0.681798264551889
1940	28	2	99810	0.045604516862157
1940	28	4	33592	0.0153486317045745
1940	28	5	20978	0.00958512728919277
1940	28	6	542036	0.247663459592187
1940	29	1	1515366	0.707995851165225
1940	29	2	96889	0.045267618531462
1940	29	4	32844	0.0153450821357155
1940	29	5	24739	0.011558335980863
1940	29	6	470522	0.219833112186735
1940	30	1	1638256	0.711516161227473
1940	30	2	109246	0.0474469768762981
1940	30	4	41014	0.0178129204694404
1940	30	5	35088	0.0152391806073957
1940	30	6	478882	0.207984760819393
1940	31	1	1399363	0.747681532889186
1940	31	2	78489	0.0419367782590646
1940	31	4	34498	0.0184323277960123
1940	31	5	25569	0.0136615510874902
1940	31	6	333684	0.178287809968246
1940	32	1	1573159	0.742737909420629
1940	32	2	97717	0.0461352732272171
1940	32	4	43085	0.0203417854313441
1940	32	5	37878	0.017883396740593
1940	32	6	366215	0.172901635180217
1940	33	1	1415790	0.757064038081264
1940	33	2	80128	0.0428467691136224
1940	33	4	35760	0.0191219107366107
1940	33	5	33628	0.0179818684074593
1940	33	6	304800	0.162985413661044
1940	34	1	1483810	0.76218052636229
1940	34	2	87620	0.0450072837626541
1940	34	4	43038	0.0221070928849248
1940	34	5	43096	0.0221368854261053
1940	34	6	289232	0.148568211564026
1940	35	1	1540793	0.751864542750291
1940	35	2	103222	0.0503694927428737
1940	35	4	42878	0.0209232829225256
1940	35	5	52702	0.0257171243197664
1940	35	6	309701	0.151125557264544
1940	36	1	1445708	0.777956671007458
1940	36	2	83325	0.0448384041671599
1940	36	4	36609	0.0196998396418309
1940	36	5	48261	0.0259699516773034
1940	36	6	244437	0.131535133506248
1940	37	1	1344761	0.777390843887784
1940	37	2	82327	0.0475922903807811
1940	37	4	36455	0.0210742155772878
1940	37	5	47995	0.027745356648798
1940	37	6	218301	0.126197293505349
1940	38	1	1457122	0.773727333067835
1940	38	2	93649	0.0497273330678349
1940	38	4	38867	0.0206382583300146
1940	38	5	64082	0.0340273463427585
1940	38	6	229530	0.121879729191557
1940	39	1	1471568	0.774390869608918
1940	39	2	96058	0.0505491001115092
1940	39	4	44195	0.023256964328095
1940	39	5	66850	0.0351788226119052
1940	39	6	221620	0.116624243339573
1940	40	1	1611341	0.751076268215921
1940	40	2	109478	0.0510297495637128
1940	40	4	50961	0.0237538781080799
1940	40	5	98097	0.0457248519606819
1940	40	6	275499	0.128415252151604
1940	41	1	1144538	0.785940745674723
1940	41	2	66884	0.0459284539558391
1940	41	4	31339	0.0215201216811501
1940	41	5	59816	0.0410749417173385
1940	41	6	153688	0.10553573697095
1940	42	1	1467356	0.77817151257447
1940	42	2	90698	0.0480991660152542
1940	42	4	43734	0.0231931125990775
1940	42	5	83336	0.0441949337256304
1940	42	6	200522	0.106341275085567
1940	43	1	1292974	0.781734021289228
1940	43	2	81602	0.0493366916931381
1940	43	4	37386	0.0226036317202968
1940	43	5	79517	0.048076097563335
1940	43	6	162503	0.0982495577340019
1940	44	1	1251585	0.781651455215631
1940	44	2	77438	0.0483622969186975
1940	44	4	34449	0.0215144085145821
1940	44	5	87658	0.0547449859668275
1940	44	6	150076	0.0937268533842616
1940	45	1	1364187	0.753194703403984
1940	45	2	95678	0.0528257217172473
1940	45	4	39723	0.0219318562655387
1940	45	5	112740	0.0622459903677173
1940	45	6	198873	0.109801728245512
1940	46	1	1212927	0.772189202197147
1940	46	2	81107	0.0516353825272288
1940	46	4	33404	0.0212660845295665
1940	46	5	90576	0.057663659212969
1940	46	6	152750	0.0972456715330884
1940	47	1	1214916	0.776186609439976
1940	47	2	72224	0.046142533047711
1940	47	4	30398	0.0194207011462162
1940	47	5	103305	0.0659995898384717
1940	47	6	144394	0.0922505665276249
1940	48	1	1277065	0.757736589279018
1940	48	2	81895	0.0485917615618666
1940	48	4	36349	0.0215673965567164
1940	48	5	125915	0.0747106863308191
1940	48	6	164144	0.0973935662715799
1940	49	1	1151373	0.754950668711564
1940	49	2	71424	0.0468324309863569
1940	49	4	30262	0.0198426723021552
1940	49	5	122534	0.0803450534621732
1940	49	6	149504	0.0980291745377507
1940	50	1	1286416	0.722987501868706
1940	50	2	93792	0.0527126868565609
1940	50	4	37926	0.0213150520483829
1940	50	5	173572	0.0975503932432083
1940	50	6	187600	0.105434365983142
1940	51	1	941290	0.753515455516259
1940	51	2	59153	0.047352781544639
1940	51	4	23810	0.019060229042954
1940	51	5	105162	0.0841836122055911
1940	51	6	119783	0.0958879216905567
1940	52	1	1152871	0.739809001396361
1940	52	2	75170	0.0482373506098813
1940	52	4	29547	0.0189606092652676
1940	52	5	154227	0.0989690285021972
1940	52	6	146521	0.0940240102262927
1940	53	1	942768	0.736828201751472
1940	53	2	58675	0.0458579361388673
1940	53	4	25608	0.0200141462061204
1940	53	5	137314	0.107318903161013
1940	53	6	115130	0.0899808127425273
1940	54	1	964572	0.722693117732868
1940	54	2	60565	0.0453775443155007
1940	54	4	25728	0.0192763718343796
1940	54	5	155573	0.116561061698925
1940	54	6	128253	0.096091904418326
1940	55	1	899030	0.696775023580281
1940	55	2	58338	0.0452136873359359
1940	55	4	24539	0.0190184557841635
1940	55	5	175720	0.136188233032854
1940	55	6	132646	0.102804600266765
1940	56	1	844154	0.705681623440406
1940	56	2	57156	0.047780308888378
1940	56	4	21897	0.0183050847457627
1940	56	5	158975	0.13289723923175
1940	56	6	114043	0.0953357436937031
1940	57	1	739993	0.697886045447901
1940	57	2	51370	0.0484469530855814
1940	57	4	19341	0.0182404617408649
1940	57	5	150268	0.141717476080673
1940	57	6	99363	0.0937090636449801
1940	58	1	775029	0.685280547779509
1940	58	2	51169	0.0452436235925748
1940	58	4	20589	0.0182047913023026
1940	58	5	178730	0.158033044317866
1940	58	6	105449	0.0932379930077474
1940	59	1	706880	0.675698539497795
1940	59	2	47399	0.0453081641490154
1940	59	4	18802	0.0179726176149241
1940	59	5	176051	0.168285145395437
1940	59	6	97015	0.0927355333428285
1940	60	1	751910	0.635945363048167
1940	60	2	53586	0.0453216052776251
1940	60	4	17272	0.014608195542775
1940	60	5	232742	0.19684695733074
1940	60	6	126840	0.107277878800694
1940	61	1	512625	0.653708332270652
1940	61	2	32182	0.0410390471575404
1940	61	4	12005	0.0153089851819735
1940	61	5	152209	0.19409956897651
1940	61	6	75159	0.0958440664133235
1940	62	1	580692	0.636285540220112
1940	62	2	36574	0.0400754743444207
1940	62	4	14151	0.0155057701495023
1940	62	5	190838	0.209108201808404
1940	62	6	90373	0.0990250134775615
1940	63	1	563573	0.635421364530154
1940	63	2	35231	0.0397225028412678
1940	63	4	13088	0.0147565529558205
1940	63	5	192127	0.216620740353219
1940	63	6	82909	0.0934788393195389
1940	64	1	531357	0.607431752709315
1940	64	2	37753	0.0431581233709818
1940	64	4	13223	0.0151161461429421
1940	64	5	205336	0.234734098495587
1940	64	6	87091	0.0995598792811743
1940	65	1	572962	0.564265539505147
1940	65	2	42483	0.041838189818517
1940	65	4	16033	0.0157896499155023
1940	65	5	279824	0.275576810201179
1940	65	6	104110	0.102529810559655
1940	66	1	420149	0.584848877140379
1940	66	2	26241	0.0365275637572402
1940	66	4	8288	0.0115369249807556
1940	66	5	195407	0.272007227282155
1940	66	6	68304	0.09507940683947
1940	67	1	396440	0.550097686603614
1940	67	2	29430	0.0408368855734648
1940	67	4	9911	0.0137524421650904
1940	67	5	214661	0.297862272989654
1940	67	6	70230	0.0974507126681764
1940	68	1	377764	0.541969323736301
1940	68	2	26086	0.0374249843261537
1940	68	4	8534	0.0122435335520738
1940	68	5	214737	0.308078235806382
1940	68	6	69900	0.10028392257909
1940	69	1	326542	0.527493154778732
1940	69	2	27089	0.0437593389818188
1940	69	4	8165	0.0131896711870704
1940	69	5	200003	0.323083136120961
1940	69	6	57246	0.0924746989314186
1940	70	1	346984	0.486913764578267
1940	70	2	25104	0.0352278005498029
1940	70	4	7523	0.0105568333148569
1940	70	5	260228	0.365171290689695
1940	70	6	72780	0.102130310867378
