"season"	"bin_x"	"bin_y"	"n"
"2009-10"	25	68	1
"2009-10"	25	69	3
"2009-10"	25	71	2
"2009-10"	25	75	1
"2009-10"	25	76	1
"2009-10"	25	77	1
"2009-10"	25	78	1
"2009-10"	25	84	1
"2009-10"	25	89	1
"2009-10"	26	1	1
"2009-10"	26	3	1
"2009-10"	26	4	18
"2009-10"	26	5	157
"2009-10"	26	6	50403
"2009-10"	26	7	326
"2009-10"	26	8	142
"2009-10"	26	9	114
"2009-10"	26	10	143
"2009-10"	26	11	137
"2009-10"	26	12	161
"2009-10"	26	13	123
"2009-10"	26	14	103
"2009-10"	26	15	75
"2009-10"	26	16	31
"2009-10"	26	17	30
"2009-10"	26	18	38
"2009-10"	26	19	35
"2009-10"	26	20	36
"2009-10"	26	21	60
"2009-10"	26	22	37
"2009-10"	26	23	62
"2009-10"	26	24	42
"2009-10"	26	25	74
"2009-10"	26	26	47
"2009-10"	26	27	26
"2009-10"	26	28	20
"2009-10"	26	29	15
"2009-10"	26	30	60
"2009-10"	26	31	86
"2009-10"	26	32	36
"2009-10"	26	33	18
"2009-10"	26	34	1
"2009-10"	26	35	3
"2009-10"	26	36	1
"2009-10"	26	38	1
"2009-10"	26	39	2
"2009-10"	26	44	1
"2009-10"	26	45	2
"2009-10"	26	47	1
"2009-10"	26	53	1
"2009-10"	26	54	3
"2009-10"	26	57	1
"2009-10"	26	62	1
"2009-10"	26	63	1
"2009-10"	26	78	1
"2009-10"	26	85	1
"2009-10"	27	1	3
"2009-10"	27	2	1
"2009-10"	27	3	7
"2009-10"	27	4	90
"2009-10"	27	5	433
"2009-10"	27	6	1969
"2009-10"	27	7	1016
"2009-10"	27	8	457
"2009-10"	27	9	331
"2009-10"	27	10	435
"2009-10"	27	11	477
"2009-10"	27	12	500
"2009-10"	27	13	398
"2009-10"	27	14	265
"2009-10"	27	15	214
"2009-10"	27	16	143
"2009-10"	27	17	115
"2009-10"	27	18	120
"2009-10"	27	19	93
"2009-10"	27	20	131
"2009-10"	27	21	175
"2009-10"	27	22	140
"2009-10"	27	23	149
"2009-10"	27	24	226
"2009-10"	27	25	199
"2009-10"	27	26	162
"2009-10"	27	27	127
"2009-10"	27	28	53
"2009-10"	27	29	28
"2009-10"	27	30	220
"2009-10"	27	31	276
"2009-10"	27	32	133
"2009-10"	27	33	43
"2009-10"	27	34	17
"2009-10"	27	35	8
"2009-10"	27	36	9
"2009-10"	27	38	1
"2009-10"	27	39	2
"2009-10"	27	40	2
"2009-10"	27	41	1
"2009-10"	27	42	2
"2009-10"	27	43	3
"2009-10"	27	44	1
"2009-10"	27	45	8
"2009-10"	27	46	6
"2009-10"	27	47	3
"2009-10"	27	50	1
"2009-10"	27	51	2
"2009-10"	27	52	1
"2009-10"	27	53	2
"2009-10"	27	56	1
"2009-10"	27	57	1
"2009-10"	27	58	1
"2009-10"	27	59	1
"2009-10"	27	60	1
"2009-10"	27	61	1
"2009-10"	27	62	1
"2009-10"	27	63	2
"2009-10"	27	64	2
"2009-10"	27	66	3
"2009-10"	27	69	1
"2009-10"	27	70	1
"2009-10"	27	74	4
"2009-10"	27	75	1
"2009-10"	27	76	1
"2009-10"	27	77	1
"2009-10"	27	78	1
"2009-10"	27	79	1
"2009-10"	27	82	1
"2009-10"	27	88	1
"2009-10"	28	2	1
"2009-10"	28	3	5
"2009-10"	28	4	33
"2009-10"	28	5	208
"2009-10"	28	6	1130
"2009-10"	28	7	660
"2009-10"	28	8	274
"2009-10"	28	9	147
"2009-10"	28	10	183
"2009-10"	28	11	283
"2009-10"	28	12	298
"2009-10"	28	13	229
"2009-10"	28	14	147
"2009-10"	28	15	120
"2009-10"	28	16	61
"2009-10"	28	17	64
"2009-10"	28	18	63
"2009-10"	28	19	56
"2009-10"	28	20	77
"2009-10"	28	21	113
"2009-10"	28	22	69
"2009-10"	28	23	94
"2009-10"	28	24	148
"2009-10"	28	25	117
"2009-10"	28	26	94
"2009-10"	28	27	62
"2009-10"	28	28	51
"2009-10"	28	29	17
"2009-10"	28	30	150
"2009-10"	28	31	224
"2009-10"	28	32	96
"2009-10"	28	33	34
"2009-10"	28	34	9
"2009-10"	28	35	3
"2009-10"	28	36	2
"2009-10"	28	37	2
"2009-10"	28	38	1
"2009-10"	28	39	1
"2009-10"	28	42	2
"2009-10"	28	44	1
"2009-10"	28	46	1
"2009-10"	28	47	1
"2009-10"	28	52	2
"2009-10"	28	53	3
"2009-10"	28	54	1
"2009-10"	28	55	1
"2009-10"	28	59	1
"2009-10"	28	67	1
"2009-10"	28	68	2
"2009-10"	28	83	1
"2009-10"	28	86	1
"2009-10"	29	4	13
"2009-10"	29	5	124
"2009-10"	29	6	579
"2009-10"	29	7	322
"2009-10"	29	8	190
"2009-10"	29	9	199
"2009-10"	29	10	185
"2009-10"	29	11	209
"2009-10"	29	12	213
"2009-10"	29	13	152
"2009-10"	29	14	115
"2009-10"	29	15	88
"2009-10"	29	16	57
"2009-10"	29	17	42
"2009-10"	29	18	41
"2009-10"	29	19	32
"2009-10"	29	20	47
"2009-10"	29	21	80
"2009-10"	29	22	59
"2009-10"	29	23	69
"2009-10"	29	24	114
"2009-10"	29	25	118
"2009-10"	29	26	90
"2009-10"	29	27	78
"2009-10"	29	28	29
"2009-10"	29	29	11
"2009-10"	29	30	158
"2009-10"	29	31	171
"2009-10"	29	32	62
"2009-10"	29	33	26
"2009-10"	29	34	3
"2009-10"	29	35	1
"2009-10"	29	36	1
"2009-10"	29	37	1
"2009-10"	29	40	1
"2009-10"	29	42	1
"2009-10"	29	43	1
"2009-10"	29	45	2
"2009-10"	29	47	1
"2009-10"	29	52	1
"2009-10"	29	56	1
"2009-10"	29	59	1
"2009-10"	29	60	1
"2009-10"	29	65	1
"2009-10"	29	66	1
"2009-10"	29	67	1
"2009-10"	29	69	1
"2009-10"	29	73	1
"2009-10"	29	76	1
"2009-10"	30	1	1
"2009-10"	30	4	1
"2009-10"	30	5	21
"2009-10"	30	6	176
"2009-10"	30	7	192
"2009-10"	30	8	161
"2009-10"	30	9	246
"2009-10"	30	10	176
"2009-10"	30	11	210
"2009-10"	30	12	190
"2009-10"	30	13	135
"2009-10"	30	14	121
"2009-10"	30	15	80
"2009-10"	30	16	48
"2009-10"	30	17	44
"2009-10"	30	18	49
"2009-10"	30	19	52
"2009-10"	30	20	42
"2009-10"	30	21	83
"2009-10"	30	22	85
"2009-10"	30	23	101
"2009-10"	30	24	145
"2009-10"	30	25	112
"2009-10"	30	26	95
"2009-10"	30	27	70
"2009-10"	30	28	51
"2009-10"	30	29	21
"2009-10"	30	30	167
"2009-10"	30	31	164
"2009-10"	30	32	75
"2009-10"	30	33	15
"2009-10"	30	34	3
"2009-10"	30	35	1
"2009-10"	30	36	1
"2009-10"	30	37	1
"2009-10"	30	38	1
"2009-10"	30	39	1
"2009-10"	30	44	2
"2009-10"	30	45	1
"2009-10"	30	46	2
"2009-10"	30	52	1
"2009-10"	30	54	1
"2009-10"	30	56	1
"2009-10"	30	70	1
"2009-10"	30	71	1
"2009-10"	30	77	1
"2009-10"	31	1	1
"2009-10"	31	2	1
"2009-10"	31	3	1
"2009-10"	31	4	6
"2009-10"	31	5	19
"2009-10"	31	6	95
"2009-10"	31	7	138
"2009-10"	31	8	157
"2009-10"	31	9	188
"2009-10"	31	10	155
"2009-10"	31	11	174
"2009-10"	31	12	168
"2009-10"	31	13	119
"2009-10"	31	14	87
"2009-10"	31	15	87
"2009-10"	31	16	59
"2009-10"	31	17	45
"2009-10"	31	18	39
"2009-10"	31	19	27
"2009-10"	31	20	52
"2009-10"	31	21	69
"2009-10"	31	22	63
"2009-10"	31	23	103
"2009-10"	31	24	132
"2009-10"	31	25	91
"2009-10"	31	26	69
"2009-10"	31	27	46
"2009-10"	31	28	18
"2009-10"	31	29	21
"2009-10"	31	30	179
"2009-10"	31	31	116
"2009-10"	31	32	51
"2009-10"	31	33	9
"2009-10"	31	34	4
"2009-10"	31	35	4
"2009-10"	31	37	1
"2009-10"	31	39	2
"2009-10"	31	40	1
"2009-10"	31	45	3
"2009-10"	31	46	1
"2009-10"	31	47	1
"2009-10"	31	50	1
"2009-10"	31	51	1
"2009-10"	31	54	1
"2009-10"	31	55	1
"2009-10"	31	57	1
"2009-10"	31	67	1
"2009-10"	31	83	1
"2009-10"	32	1	1
"2009-10"	32	3	2
"2009-10"	32	4	8
"2009-10"	32	5	18
"2009-10"	32	6	83
"2009-10"	32	7	132
"2009-10"	32	8	177
"2009-10"	32	9	194
"2009-10"	32	10	174
"2009-10"	32	11	159
"2009-10"	32	12	135
"2009-10"	32	13	92
"2009-10"	32	14	81
"2009-10"	32	15	82
"2009-10"	32	16	68
"2009-10"	32	17	60
"2009-10"	32	18	54
"2009-10"	32	19	37
"2009-10"	32	20	48
"2009-10"	32	21	58
"2009-10"	32	22	70
"2009-10"	32	23	123
"2009-10"	32	24	120
"2009-10"	32	25	80
"2009-10"	32	26	44
"2009-10"	32	27	48
"2009-10"	32	28	14
"2009-10"	32	29	39
"2009-10"	32	30	159
"2009-10"	32	31	97
"2009-10"	32	32	37
"2009-10"	32	33	17
"2009-10"	32	34	3
"2009-10"	32	35	1
"2009-10"	32	36	1
"2009-10"	32	38	1
"2009-10"	32	39	1
"2009-10"	32	41	1
"2009-10"	32	44	1
"2009-10"	32	45	2
"2009-10"	32	46	1
"2009-10"	32	57	1
"2009-10"	32	60	1
"2009-10"	32	61	1
"2009-10"	32	64	1
"2009-10"	32	82	1
"2009-10"	32	87	1
"2009-10"	33	3	1
"2009-10"	33	4	9
"2009-10"	33	5	30
"2009-10"	33	6	107
"2009-10"	33	7	196
"2009-10"	33	8	227
"2009-10"	33	9	287
"2009-10"	33	10	206
"2009-10"	33	11	188
"2009-10"	33	12	143
"2009-10"	33	13	120
"2009-10"	33	14	83
"2009-10"	33	15	89
"2009-10"	33	16	77
"2009-10"	33	17	57
"2009-10"	33	18	80
"2009-10"	33	19	68
"2009-10"	33	20	53
"2009-10"	33	21	94
"2009-10"	33	22	135
"2009-10"	33	23	132
"2009-10"	33	24	143
"2009-10"	33	25	124
"2009-10"	33	26	76
"2009-10"	33	27	52
"2009-10"	33	28	13
"2009-10"	33	29	73
"2009-10"	33	30	233
"2009-10"	33	31	111
"2009-10"	33	32	40
"2009-10"	33	33	12
"2009-10"	33	34	5
"2009-10"	33	35	4
"2009-10"	33	36	1
"2009-10"	33	41	1
"2009-10"	33	47	1
"2009-10"	33	54	1
"2009-10"	33	55	1
"2009-10"	33	58	2
"2009-10"	33	64	2
"2009-10"	33	74	1
"2009-10"	33	78	1
"2009-10"	34	4	8
"2009-10"	34	5	24
"2009-10"	34	6	83
"2009-10"	34	7	148
"2009-10"	34	8	193
"2009-10"	34	9	192
"2009-10"	34	10	150
"2009-10"	34	11	123
"2009-10"	34	12	88
"2009-10"	34	13	84
"2009-10"	34	14	58
"2009-10"	34	15	59
"2009-10"	34	16	40
"2009-10"	34	17	51
"2009-10"	34	18	68
"2009-10"	34	19	85
"2009-10"	34	20	104
"2009-10"	34	21	143
"2009-10"	34	22	144
"2009-10"	34	23	113
"2009-10"	34	24	130
"2009-10"	34	25	101
"2009-10"	34	26	74
"2009-10"	34	27	56
"2009-10"	34	28	16
"2009-10"	34	29	152
"2009-10"	34	30	159
"2009-10"	34	31	76
"2009-10"	34	32	33
"2009-10"	34	33	6
"2009-10"	34	34	5
"2009-10"	34	35	3
"2009-10"	34	36	2
"2009-10"	34	37	1
"2009-10"	34	39	1
"2009-10"	34	40	1
"2009-10"	34	41	1
"2009-10"	34	42	1
"2009-10"	34	45	1
"2009-10"	34	46	1
"2009-10"	34	48	1
"2009-10"	34	50	1
"2009-10"	34	51	6
"2009-10"	34	73	1
"2009-10"	34	75	1
"2009-10"	34	76	1
"2009-10"	35	3	3
"2009-10"	35	4	9
"2009-10"	35	5	29
"2009-10"	35	6	126
"2009-10"	35	7	164
"2009-10"	35	8	156
"2009-10"	35	9	158
"2009-10"	35	10	131
"2009-10"	35	11	77
"2009-10"	35	12	92
"2009-10"	35	13	49
"2009-10"	35	14	43
"2009-10"	35	15	44
"2009-10"	35	16	44
"2009-10"	35	17	36
"2009-10"	35	18	74
"2009-10"	35	19	106
"2009-10"	35	20	143
"2009-10"	35	21	159
"2009-10"	35	22	149
"2009-10"	35	23	125
"2009-10"	35	24	130
"2009-10"	35	25	84
"2009-10"	35	26	59
"2009-10"	35	27	28
"2009-10"	35	28	51
"2009-10"	35	29	196
"2009-10"	35	30	196
"2009-10"	35	31	52
"2009-10"	35	32	14
"2009-10"	35	33	11
"2009-10"	35	34	1
"2009-10"	35	35	1
"2009-10"	35	37	1
"2009-10"	35	41	1
"2009-10"	35	46	2
"2009-10"	35	47	3
"2009-10"	35	50	1
"2009-10"	35	51	1
"2009-10"	35	53	1
"2009-10"	35	55	1
"2009-10"	35	58	1
"2009-10"	35	60	1
"2009-10"	35	61	1
"2009-10"	35	63	1
"2009-10"	35	66	1
"2009-10"	35	68	1
"2009-10"	35	70	1
"2009-10"	36	2	2
"2009-10"	36	4	8
"2009-10"	36	5	25
"2009-10"	36	6	119
"2009-10"	36	7	163
"2009-10"	36	8	164
"2009-10"	36	9	181
"2009-10"	36	10	117
"2009-10"	36	11	107
"2009-10"	36	12	99
"2009-10"	36	13	75
"2009-10"	36	14	77
"2009-10"	36	15	62
"2009-10"	36	16	66
"2009-10"	36	17	60
"2009-10"	36	18	108
"2009-10"	36	19	129
"2009-10"	36	20	174
"2009-10"	36	21	212
"2009-10"	36	22	181
"2009-10"	36	23	152
"2009-10"	36	24	151
"2009-10"	36	25	100
"2009-10"	36	26	56
"2009-10"	36	27	28
"2009-10"	36	28	145
"2009-10"	36	29	274
"2009-10"	36	30	169
"2009-10"	36	31	52
"2009-10"	36	32	18
"2009-10"	36	33	5
"2009-10"	36	35	3
"2009-10"	36	36	1
"2009-10"	36	37	1
"2009-10"	36	38	1
"2009-10"	36	44	1
"2009-10"	36	45	2
"2009-10"	36	46	1
"2009-10"	36	49	1
"2009-10"	36	50	1
"2009-10"	36	51	2
"2009-10"	36	53	3
"2009-10"	36	59	1
"2009-10"	36	61	2
"2009-10"	36	63	1
"2009-10"	36	70	1
"2009-10"	36	83	1
"2009-10"	37	2	2
"2009-10"	37	3	6
"2009-10"	37	4	13
"2009-10"	37	5	26
"2009-10"	37	6	85
"2009-10"	37	7	117
"2009-10"	37	8	113
"2009-10"	37	9	97
"2009-10"	37	10	89
"2009-10"	37	11	78
"2009-10"	37	12	70
"2009-10"	37	13	66
"2009-10"	37	14	66
"2009-10"	37	15	61
"2009-10"	37	16	71
"2009-10"	37	17	55
"2009-10"	37	18	98
"2009-10"	37	19	140
"2009-10"	37	20	144
"2009-10"	37	21	174
"2009-10"	37	22	150
"2009-10"	37	23	122
"2009-10"	37	24	107
"2009-10"	37	25	63
"2009-10"	37	26	44
"2009-10"	37	27	30
"2009-10"	37	28	232
"2009-10"	37	29	217
"2009-10"	37	30	102
"2009-10"	37	31	30
"2009-10"	37	32	10
"2009-10"	37	33	2
"2009-10"	37	34	1
"2009-10"	37	35	2
"2009-10"	37	36	2
"2009-10"	37	37	1
"2009-10"	37	43	2
"2009-10"	37	44	1
"2009-10"	37	45	2
"2009-10"	37	46	3
"2009-10"	37	47	1
"2009-10"	37	51	1
"2009-10"	37	52	3
"2009-10"	37	64	1
"2009-10"	37	68	1
"2009-10"	37	80	1
"2009-10"	37	83	1
"2009-10"	37	84	1
"2009-10"	37	88	1
"2009-10"	38	2	2
"2009-10"	38	3	3
"2009-10"	38	4	17
"2009-10"	38	5	38
"2009-10"	38	6	105
"2009-10"	38	7	141
"2009-10"	38	8	92
"2009-10"	38	9	92
"2009-10"	38	10	73
"2009-10"	38	11	81
"2009-10"	38	12	66
"2009-10"	38	13	60
"2009-10"	38	14	63
"2009-10"	38	15	77
"2009-10"	38	16	71
"2009-10"	38	17	76
"2009-10"	38	18	131
"2009-10"	38	19	120
"2009-10"	38	20	165
"2009-10"	38	21	178
"2009-10"	38	22	141
"2009-10"	38	23	110
"2009-10"	38	24	96
"2009-10"	38	25	54
"2009-10"	38	26	13
"2009-10"	38	27	153
"2009-10"	38	28	276
"2009-10"	38	29	215
"2009-10"	38	30	96
"2009-10"	38	31	22
"2009-10"	38	32	4
"2009-10"	38	33	2
"2009-10"	38	34	4
"2009-10"	38	36	1
"2009-10"	38	37	1
"2009-10"	38	40	1
"2009-10"	38	43	1
"2009-10"	38	44	1
"2009-10"	38	46	1
"2009-10"	38	50	1
"2009-10"	38	51	1
"2009-10"	38	52	1
"2009-10"	38	53	2
"2009-10"	38	54	1
"2009-10"	38	55	1
"2009-10"	38	60	1
"2009-10"	38	61	1
"2009-10"	38	62	2
"2009-10"	38	75	1
"2009-10"	38	80	1
"2009-10"	38	83	1
"2009-10"	39	2	4
"2009-10"	39	3	8
"2009-10"	39	4	25
"2009-10"	39	5	53
"2009-10"	39	6	130
"2009-10"	39	7	134
"2009-10"	39	8	128
"2009-10"	39	9	105
"2009-10"	39	10	91
"2009-10"	39	11	96
"2009-10"	39	12	102
"2009-10"	39	13	74
"2009-10"	39	14	87
"2009-10"	39	15	106
"2009-10"	39	16	125
"2009-10"	39	17	112
"2009-10"	39	18	187
"2009-10"	39	19	192
"2009-10"	39	20	216
"2009-10"	39	21	203
"2009-10"	39	22	149
"2009-10"	39	23	115
"2009-10"	39	24	87
"2009-10"	39	25	27
"2009-10"	39	26	69
"2009-10"	39	27	319
"2009-10"	39	28	305
"2009-10"	39	29	161
"2009-10"	39	30	59
"2009-10"	39	31	10
"2009-10"	39	32	7
"2009-10"	39	33	4
"2009-10"	39	35	5
"2009-10"	39	36	1
"2009-10"	39	38	1
"2009-10"	39	39	1
"2009-10"	39	43	1
"2009-10"	39	44	1
"2009-10"	39	45	4
"2009-10"	39	46	1
"2009-10"	39	51	1
"2009-10"	39	52	1
"2009-10"	39	55	2
"2009-10"	39	57	2
"2009-10"	39	59	1
"2009-10"	39	75	1
"2009-10"	39	79	1
"2009-10"	39	84	1
"2009-10"	39	86	1
"2009-10"	40	2	1
"2009-10"	40	3	13
"2009-10"	40	4	29
"2009-10"	40	5	55
"2009-10"	40	6	117
"2009-10"	40	7	117
"2009-10"	40	8	126
"2009-10"	40	9	119
"2009-10"	40	10	85
"2009-10"	40	11	88
"2009-10"	40	12	85
"2009-10"	40	13	99
"2009-10"	40	14	90
"2009-10"	40	15	118
"2009-10"	40	16	129
"2009-10"	40	17	117
"2009-10"	40	18	160
"2009-10"	40	19	165
"2009-10"	40	20	156
"2009-10"	40	21	145
"2009-10"	40	22	107
"2009-10"	40	23	75
"2009-10"	40	24	46
"2009-10"	40	25	35
"2009-10"	40	26	214
"2009-10"	40	27	345
"2009-10"	40	28	194
"2009-10"	40	29	83
"2009-10"	40	30	33
"2009-10"	40	31	7
"2009-10"	40	32	3
"2009-10"	40	33	3
"2009-10"	40	34	2
"2009-10"	40	35	2
"2009-10"	40	36	1
"2009-10"	40	37	1
"2009-10"	40	39	1
"2009-10"	40	41	1
"2009-10"	40	44	1
"2009-10"	40	45	1
"2009-10"	40	46	1
"2009-10"	40	51	1
"2009-10"	40	52	2
"2009-10"	40	53	1
"2009-10"	40	54	1
"2009-10"	40	55	1
"2009-10"	40	57	2
"2009-10"	40	59	1
"2009-10"	40	60	1
"2009-10"	40	61	1
"2009-10"	40	62	1
"2009-10"	40	64	1
"2009-10"	40	70	1
"2009-10"	40	75	1
"2009-10"	40	78	1
"2009-10"	40	84	1
"2009-10"	41	2	5
"2009-10"	41	3	18
"2009-10"	41	4	38
"2009-10"	41	5	53
"2009-10"	41	6	156
"2009-10"	41	7	178
"2009-10"	41	8	137
"2009-10"	41	9	131
"2009-10"	41	10	104
"2009-10"	41	11	93
"2009-10"	41	12	110
"2009-10"	41	13	88
"2009-10"	41	14	108
"2009-10"	41	15	138
"2009-10"	41	16	141
"2009-10"	41	17	138
"2009-10"	41	18	152
"2009-10"	41	19	144
"2009-10"	41	20	132
"2009-10"	41	21	146
"2009-10"	41	22	91
"2009-10"	41	23	41
"2009-10"	41	24	36
"2009-10"	41	25	146
"2009-10"	41	26	328
"2009-10"	41	27	304
"2009-10"	41	28	142
"2009-10"	41	29	48
"2009-10"	41	30	20
"2009-10"	41	31	6
"2009-10"	41	32	4
"2009-10"	41	33	1
"2009-10"	41	35	1
"2009-10"	41	36	1
"2009-10"	41	37	2
"2009-10"	41	41	1
"2009-10"	41	42	1
"2009-10"	41	43	1
"2009-10"	41	45	3
"2009-10"	41	46	3
"2009-10"	41	52	1
"2009-10"	41	54	2
"2009-10"	41	55	2
"2009-10"	41	57	1
"2009-10"	41	59	1
"2009-10"	41	60	1
"2009-10"	41	62	3
"2009-10"	41	63	1
"2009-10"	41	69	1
"2009-10"	41	72	1
"2009-10"	41	87	1
"2009-10"	42	1	1
"2009-10"	42	2	6
"2009-10"	42	3	21
"2009-10"	42	4	55
"2009-10"	42	5	63
"2009-10"	42	6	205
"2009-10"	42	7	217
"2009-10"	42	8	201
"2009-10"	42	9	166
"2009-10"	42	10	122
"2009-10"	42	11	127
"2009-10"	42	12	119
"2009-10"	42	13	114
"2009-10"	42	14	136
"2009-10"	42	15	153
"2009-10"	42	16	121
"2009-10"	42	17	126
"2009-10"	42	18	164
"2009-10"	42	19	130
"2009-10"	42	20	108
"2009-10"	42	21	84
"2009-10"	42	22	46
"2009-10"	42	23	18
"2009-10"	42	24	107
"2009-10"	42	25	317
"2009-10"	42	26	320
"2009-10"	42	27	213
"2009-10"	42	28	72
"2009-10"	42	29	31
"2009-10"	42	30	13
"2009-10"	42	31	5
"2009-10"	42	32	1
"2009-10"	42	33	1
"2009-10"	42	35	1
"2009-10"	42	36	2
"2009-10"	42	37	3
"2009-10"	42	39	1
"2009-10"	42	40	1
"2009-10"	42	41	1
"2009-10"	42	43	3
"2009-10"	42	44	1
"2009-10"	42	46	1
"2009-10"	42	47	2
"2009-10"	42	50	1
"2009-10"	42	51	1
"2009-10"	42	52	2
"2009-10"	42	53	1
"2009-10"	42	56	1
"2009-10"	42	58	1
"2009-10"	42	60	2
"2009-10"	42	62	1
"2009-10"	42	63	1
"2009-10"	42	64	2
"2009-10"	42	67	1
"2009-10"	42	68	1
"2009-10"	42	69	1
"2009-10"	42	73	1
"2009-10"	43	1	2
"2009-10"	43	2	13
"2009-10"	43	3	18
"2009-10"	43	4	39
"2009-10"	43	5	64
"2009-10"	43	6	179
"2009-10"	43	7	194
"2009-10"	43	8	141
"2009-10"	43	9	146
"2009-10"	43	10	97
"2009-10"	43	11	91
"2009-10"	43	12	121
"2009-10"	43	13	104
"2009-10"	43	14	117
"2009-10"	43	15	108
"2009-10"	43	16	96
"2009-10"	43	17	64
"2009-10"	43	18	87
"2009-10"	43	19	72
"2009-10"	43	20	53
"2009-10"	43	21	52
"2009-10"	43	22	19
"2009-10"	43	23	51
"2009-10"	43	24	329
"2009-10"	43	25	312
"2009-10"	43	26	192
"2009-10"	43	27	91
"2009-10"	43	28	32
"2009-10"	43	29	17
"2009-10"	43	30	5
"2009-10"	43	31	3
"2009-10"	43	32	4
"2009-10"	43	33	1
"2009-10"	43	36	1
"2009-10"	43	37	2
"2009-10"	43	38	1
"2009-10"	43	41	2
"2009-10"	43	42	2
"2009-10"	43	43	1
"2009-10"	43	44	1
"2009-10"	43	45	1
"2009-10"	43	47	1
"2009-10"	43	51	1
"2009-10"	43	53	1
"2009-10"	43	55	1
"2009-10"	43	56	4
"2009-10"	43	57	1
"2009-10"	43	60	1
"2009-10"	43	61	2
"2009-10"	43	67	2
"2009-10"	43	70	1
"2009-10"	43	81	1
"2009-10"	43	88	1
"2009-10"	44	1	3
"2009-10"	44	2	9
"2009-10"	44	3	23
"2009-10"	44	4	55
"2009-10"	44	5	73
"2009-10"	44	6	155
"2009-10"	44	7	186
"2009-10"	44	8	148
"2009-10"	44	9	148
"2009-10"	44	10	98
"2009-10"	44	11	101
"2009-10"	44	12	99
"2009-10"	44	13	74
"2009-10"	44	14	82
"2009-10"	44	15	89
"2009-10"	44	16	74
"2009-10"	44	17	56
"2009-10"	44	18	42
"2009-10"	44	19	49
"2009-10"	44	20	20
"2009-10"	44	21	11
"2009-10"	44	22	53
"2009-10"	44	23	214
"2009-10"	44	24	368
"2009-10"	44	25	186
"2009-10"	44	26	86
"2009-10"	44	27	43
"2009-10"	44	28	11
"2009-10"	44	29	8
"2009-10"	44	30	4
"2009-10"	44	31	2
"2009-10"	44	32	3
"2009-10"	44	33	2
"2009-10"	44	34	1
"2009-10"	44	35	1
"2009-10"	44	36	2
"2009-10"	44	37	2
"2009-10"	44	38	1
"2009-10"	44	39	2
"2009-10"	44	40	3
"2009-10"	44	41	1
"2009-10"	44	43	3
"2009-10"	44	44	3
"2009-10"	44	46	1
"2009-10"	44	50	1
"2009-10"	44	53	1
"2009-10"	44	54	1
"2009-10"	44	55	1
"2009-10"	44	57	1
"2009-10"	44	59	1
"2009-10"	44	63	2
"2009-10"	44	66	1
"2009-10"	44	67	1
"2009-10"	45	1	2
"2009-10"	45	2	15
"2009-10"	45	3	31
"2009-10"	45	4	40
"2009-10"	45	5	76
"2009-10"	45	6	194
"2009-10"	45	7	159
"2009-10"	45	8	117
"2009-10"	45	9	135
"2009-10"	45	10	88
"2009-10"	45	11	78
"2009-10"	45	12	68
"2009-10"	45	13	63
"2009-10"	45	14	63
"2009-10"	45	15	64
"2009-10"	45	16	62
"2009-10"	45	17	51
"2009-10"	45	18	38
"2009-10"	45	19	17
"2009-10"	45	20	10
"2009-10"	45	21	124
"2009-10"	45	22	255
"2009-10"	45	23	303
"2009-10"	45	24	192
"2009-10"	45	25	87
"2009-10"	45	26	33
"2009-10"	45	27	11
"2009-10"	45	28	5
"2009-10"	45	29	8
"2009-10"	45	30	2
"2009-10"	45	31	1
"2009-10"	45	32	4
"2009-10"	45	34	1
"2009-10"	45	38	2
"2009-10"	45	39	2
"2009-10"	45	41	1
"2009-10"	45	42	2
"2009-10"	45	43	1
"2009-10"	45	44	1
"2009-10"	45	46	1
"2009-10"	45	47	2
"2009-10"	45	49	1
"2009-10"	45	52	2
"2009-10"	45	53	1
"2009-10"	45	55	1
"2009-10"	45	59	1
"2009-10"	45	61	2
"2009-10"	45	62	1
"2009-10"	45	63	1
"2009-10"	45	68	2
"2009-10"	45	72	1
"2009-10"	45	76	1
"2009-10"	45	79	1
"2009-10"	45	80	1
"2009-10"	46	2	7
"2009-10"	46	3	13
"2009-10"	46	4	35
"2009-10"	46	5	58
"2009-10"	46	6	135
"2009-10"	46	7	98
"2009-10"	46	8	84
"2009-10"	46	9	84
"2009-10"	46	10	45
"2009-10"	46	11	39
"2009-10"	46	12	40
"2009-10"	46	13	42
"2009-10"	46	14	37
"2009-10"	46	15	25
"2009-10"	46	16	26
"2009-10"	46	17	27
"2009-10"	46	18	4
"2009-10"	46	19	23
"2009-10"	46	20	105
"2009-10"	46	21	244
"2009-10"	46	22	179
"2009-10"	46	23	120
"2009-10"	46	24	59
"2009-10"	46	25	21
"2009-10"	46	26	12
"2009-10"	46	27	2
"2009-10"	46	28	1
"2009-10"	46	29	1
"2009-10"	46	30	1
"2009-10"	46	32	1
"2009-10"	46	33	1
"2009-10"	46	36	1
"2009-10"	46	42	1
"2009-10"	46	43	1
"2009-10"	46	44	1
"2009-10"	46	45	1
"2009-10"	46	46	3
"2009-10"	46	52	1
"2009-10"	46	54	1
"2009-10"	46	61	1
"2009-10"	46	67	2
"2009-10"	46	84	1
"2009-10"	47	2	1
"2009-10"	47	3	3
"2009-10"	47	4	27
"2009-10"	47	5	53
"2009-10"	47	6	112
"2009-10"	47	7	73
"2009-10"	47	8	64
"2009-10"	47	9	52
"2009-10"	47	10	31
