"season"	"bin_x"	"bin_y"	"n"
"2003-04"	1	2	7
"2003-04"	1	3	36
"2003-04"	1	4	70
"2003-04"	1	5	96
"2003-04"	1	6	95
"2003-04"	1	7	78
"2003-04"	1	8	32
"2003-04"	1	9	18
"2003-04"	1	10	15
"2003-04"	1	11	11
"2003-04"	1	12	14
"2003-04"	1	13	6
"2003-04"	1	14	4
"2003-04"	1	15	3
"2003-04"	1	18	1
"2003-04"	1	21	1
"2003-04"	2	2	26
"2003-04"	2	3	190
"2003-04"	2	4	303
"2003-04"	2	5	502
"2003-04"	2	6	595
"2003-04"	2	7	302
"2003-04"	2	8	170
"2003-04"	2	9	198
"2003-04"	2	10	128
"2003-04"	2	11	94
"2003-04"	2	12	82
"2003-04"	2	13	95
"2003-04"	2	14	43
"2003-04"	2	15	24
"2003-04"	2	16	33
"2003-04"	2	17	22
"2003-04"	2	18	17
"2003-04"	2	19	12
"2003-04"	2	20	3
"2003-04"	2	22	1
"2003-04"	2	23	1
"2003-04"	2	46	2
"2003-04"	2	47	1
"2003-04"	3	1	1
"2003-04"	3	2	18
"2003-04"	3	3	68
"2003-04"	3	4	176
"2003-04"	3	5	338
"2003-04"	3	6	371
"2003-04"	3	7	287
"2003-04"	3	8	121
"2003-04"	3	9	106
"2003-04"	3	10	78
"2003-04"	3	11	85
"2003-04"	3	12	76
"2003-04"	3	13	53
"2003-04"	3	14	50
"2003-04"	3	15	73
"2003-04"	3	16	99
"2003-04"	3	17	120
"2003-04"	3	18	127
"2003-04"	3	19	81
"2003-04"	3	20	33
"2003-04"	3	21	13
"2003-04"	3	22	3
"2003-04"	3	23	1
"2003-04"	3	24	1
"2003-04"	3	45	1
"2003-04"	3	46	2
"2003-04"	3	50	1
"2003-04"	3	77	1
"2003-04"	4	2	4
"2003-04"	4	3	17
"2003-04"	4	4	21
"2003-04"	4	5	48
"2003-04"	4	6	28
"2003-04"	4	7	23
"2003-04"	4	8	19
"2003-04"	4	9	14
"2003-04"	4	10	15
"2003-04"	4	11	12
"2003-04"	4	12	17
"2003-04"	4	13	13
"2003-04"	4	14	8
"2003-04"	4	15	11
"2003-04"	4	16	51
"2003-04"	4	17	104
"2003-04"	4	18	190
"2003-04"	4	19	164
"2003-04"	4	20	128
"2003-04"	4	21	55
"2003-04"	4	22	23
"2003-04"	4	23	11
"2003-04"	4	24	7
"2003-04"	4	28	2
"2003-04"	4	29	1
"2003-04"	4	30	1
"2003-04"	4	36	1
"2003-04"	4	39	1
"2003-04"	4	43	1
"2003-04"	4	45	1
"2003-04"	4	46	3
"2003-04"	5	2	14
"2003-04"	5	3	47
"2003-04"	5	4	76
"2003-04"	5	5	121
"2003-04"	5	6	97
"2003-04"	5	7	95
"2003-04"	5	8	57
"2003-04"	5	9	39
"2003-04"	5	10	39
"2003-04"	5	11	31
"2003-04"	5	12	42
"2003-04"	5	13	29
"2003-04"	5	14	35
"2003-04"	5	15	24
"2003-04"	5	16	21
"2003-04"	5	17	10
"2003-04"	5	18	65
"2003-04"	5	19	148
"2003-04"	5	20	202
"2003-04"	5	21	181
"2003-04"	5	22	110
"2003-04"	5	23	56
"2003-04"	5	24	24
"2003-04"	5	25	5
"2003-04"	5	26	2
"2003-04"	5	28	1
"2003-04"	5	29	1
"2003-04"	5	30	2
"2003-04"	5	31	1
"2003-04"	5	32	1
"2003-04"	5	34	1
"2003-04"	5	36	1
"2003-04"	5	37	1
"2003-04"	5	38	1
"2003-04"	5	40	1
"2003-04"	5	41	2
"2003-04"	5	42	1
"2003-04"	5	45	2
"2003-04"	5	46	3
"2003-04"	5	49	1
"2003-04"	5	58	1
"2003-04"	6	2	31
"2003-04"	6	3	122
"2003-04"	6	4	128
"2003-04"	6	5	193
"2003-04"	6	6	216
"2003-04"	6	7	178
"2003-04"	6	8	87
"2003-04"	6	9	76
"2003-04"	6	10	68
"2003-04"	6	11	49
"2003-04"	6	12	52
"2003-04"	6	13	58
"2003-04"	6	14	59
"2003-04"	6	15	45
"2003-04"	6	16	47
"2003-04"	6	17	38
"2003-04"	6	18	18
"2003-04"	6	19	29
"2003-04"	6	20	134
"2003-04"	6	21	249
"2003-04"	6	22	240
"2003-04"	6	23	158
"2003-04"	6	24	100
"2003-04"	6	25	35
"2003-04"	6	26	22
"2003-04"	6	27	9
"2003-04"	6	28	2
"2003-04"	6	32	1
"2003-04"	6	33	1
"2003-04"	6	35	3
"2003-04"	6	36	1
"2003-04"	6	39	1
"2003-04"	6	42	1
"2003-04"	6	43	2
"2003-04"	6	44	4
"2003-04"	6	45	1
"2003-04"	6	46	1
"2003-04"	6	62	1
"2003-04"	6	63	1
"2003-04"	6	66	1
"2003-04"	6	68	1
"2003-04"	6	71	1
"2003-04"	6	73	1
"2003-04"	7	2	15
"2003-04"	7	3	86
"2003-04"	7	4	149
"2003-04"	7	5	209
"2003-04"	7	6	219
"2003-04"	7	7	175
"2003-04"	7	8	121
"2003-04"	7	9	82
"2003-04"	7	10	73
"2003-04"	7	11	76
"2003-04"	7	12	64
"2003-04"	7	13	59
"2003-04"	7	14	64
"2003-04"	7	15	54
"2003-04"	7	16	56
"2003-04"	7	17	52
"2003-04"	7	18	35
"2003-04"	7	19	36
"2003-04"	7	20	12
"2003-04"	7	21	78
"2003-04"	7	22	197
"2003-04"	7	23	241
"2003-04"	7	24	192
"2003-04"	7	25	95
"2003-04"	7	26	25
"2003-04"	7	27	11
"2003-04"	7	28	5
"2003-04"	7	29	4
"2003-04"	7	30	5
"2003-04"	7	31	1
"2003-04"	7	33	1
"2003-04"	7	35	1
"2003-04"	7	36	1
"2003-04"	7	39	1
"2003-04"	7	40	1
"2003-04"	7	41	1
"2003-04"	7	42	2
"2003-04"	7	43	2
"2003-04"	7	44	1
"2003-04"	7	51	1
"2003-04"	7	53	1
"2003-04"	7	58	1
"2003-04"	7	72	1
"2003-04"	8	1	2
"2003-04"	8	2	27
"2003-04"	8	3	86
"2003-04"	8	4	112
"2003-04"	8	5	283
"2003-04"	8	6	347
"2003-04"	8	7	245
"2003-04"	8	8	131
"2003-04"	8	9	105
"2003-04"	8	10	79
"2003-04"	8	11	87
"2003-04"	8	12	90
"2003-04"	8	13	92
"2003-04"	8	14	89
"2003-04"	8	15	61
"2003-04"	8	16	74
"2003-04"	8	17	66
"2003-04"	8	18	60
"2003-04"	8	19	48
"2003-04"	8	20	39
"2003-04"	8	21	15
"2003-04"	8	22	52
"2003-04"	8	23	206
"2003-04"	8	24	288
"2003-04"	8	25	189
"2003-04"	8	26	69
"2003-04"	8	27	32
"2003-04"	8	28	13
"2003-04"	8	29	3
"2003-04"	8	30	1
"2003-04"	8	31	1
"2003-04"	8	32	2
"2003-04"	8	33	1
"2003-04"	8	35	1
"2003-04"	8	36	1
"2003-04"	8	37	2
"2003-04"	8	38	1
"2003-04"	8	39	1
"2003-04"	8	40	1
"2003-04"	8	43	1
"2003-04"	8	44	2
"2003-04"	8	45	2
"2003-04"	8	46	3
"2003-04"	8	53	1
"2003-04"	8	55	1
"2003-04"	8	58	1
"2003-04"	8	63	1
"2003-04"	8	65	1
"2003-04"	9	1	2
"2003-04"	9	2	23
"2003-04"	9	3	76
"2003-04"	9	4	155
"2003-04"	9	5	281
"2003-04"	9	6	333
"2003-04"	9	7	279
"2003-04"	9	8	217
"2003-04"	9	9	145
"2003-04"	9	10	109
"2003-04"	9	11	112
"2003-04"	9	12	120
"2003-04"	9	13	129
"2003-04"	9	14	139
"2003-04"	9	15	114
"2003-04"	9	16	103
"2003-04"	9	17	99
"2003-04"	9	18	93
"2003-04"	9	19	60
"2003-04"	9	20	69
"2003-04"	9	21	54
"2003-04"	9	22	24
"2003-04"	9	23	62
"2003-04"	9	24	261
"2003-04"	9	25	255
"2003-04"	9	26	161
"2003-04"	9	27	83
"2003-04"	9	28	18
"2003-04"	9	29	5
"2003-04"	9	30	3
"2003-04"	9	31	1
"2003-04"	9	32	1
"2003-04"	9	33	4
"2003-04"	9	34	1
"2003-04"	9	35	2
"2003-04"	9	36	1
"2003-04"	9	39	1
"2003-04"	9	41	1
"2003-04"	9	43	1
"2003-04"	9	44	1
"2003-04"	9	45	1
"2003-04"	9	46	3
"2003-04"	9	47	2
"2003-04"	9	50	1
"2003-04"	9	51	1
"2003-04"	9	54	3
"2003-04"	9	62	3
"2003-04"	9	69	1
"2003-04"	9	76	1
"2003-04"	9	82	1
"2003-04"	10	1	3
"2003-04"	10	2	14
"2003-04"	10	3	72
"2003-04"	10	4	133
"2003-04"	10	5	210
"2003-04"	10	6	363
"2003-04"	10	7	278
"2003-04"	10	8	189
"2003-04"	10	9	155
"2003-04"	10	10	122
"2003-04"	10	11	126
"2003-04"	10	12	128
"2003-04"	10	13	151
"2003-04"	10	14	137
"2003-04"	10	15	124
"2003-04"	10	16	146
"2003-04"	10	17	110
"2003-04"	10	18	104
"2003-04"	10	19	84
"2003-04"	10	20	86
"2003-04"	10	21	69
"2003-04"	10	22	40
"2003-04"	10	23	20
"2003-04"	10	24	96
"2003-04"	10	25	258
"2003-04"	10	26	186
"2003-04"	10	27	133
"2003-04"	10	28	50
"2003-04"	10	29	13
"2003-04"	10	30	7
"2003-04"	10	31	2
"2003-04"	10	32	1
"2003-04"	10	33	1
"2003-04"	10	34	1
"2003-04"	10	35	2
"2003-04"	10	37	2
"2003-04"	10	41	2
"2003-04"	10	42	4
"2003-04"	10	44	2
"2003-04"	10	45	3
"2003-04"	10	46	1
"2003-04"	10	51	1
"2003-04"	10	53	1
"2003-04"	10	54	1
"2003-04"	10	57	2
"2003-04"	10	58	1
"2003-04"	10	67	1
"2003-04"	10	79	1
"2003-04"	10	86	1
"2003-04"	11	1	2
"2003-04"	11	2	9
"2003-04"	11	3	59
"2003-04"	11	4	96
"2003-04"	11	5	180
"2003-04"	11	6	288
"2003-04"	11	7	235
"2003-04"	11	8	142
"2003-04"	11	9	130
"2003-04"	11	10	110
"2003-04"	11	11	116
"2003-04"	11	12	137
"2003-04"	11	13	128
"2003-04"	11	14	125
"2003-04"	11	15	131
"2003-04"	11	16	171
"2003-04"	11	17	143
"2003-04"	11	18	124
"2003-04"	11	19	115
"2003-04"	11	20	96
"2003-04"	11	21	84
"2003-04"	11	22	77
"2003-04"	11	23	54
"2003-04"	11	24	18
"2003-04"	11	25	155
"2003-04"	11	26	232
"2003-04"	11	27	209
"2003-04"	11	28	97
"2003-04"	11	29	34
"2003-04"	11	30	7
"2003-04"	11	31	3
"2003-04"	11	32	3
"2003-04"	11	33	3
"2003-04"	11	35	1
"2003-04"	11	36	1
"2003-04"	11	37	1
"2003-04"	11	41	1
"2003-04"	11	54	1
"2003-04"	11	55	2
"2003-04"	11	57	1
"2003-04"	11	59	1
"2003-04"	11	61	1
"2003-04"	11	63	1
"2003-04"	12	2	14
"2003-04"	12	3	66
"2003-04"	12	4	98
"2003-04"	12	5	169
"2003-04"	12	6	217
"2003-04"	12	7	206
"2003-04"	12	8	137
"2003-04"	12	9	111
"2003-04"	12	10	86
"2003-04"	12	11	113
"2003-04"	12	12	109
"2003-04"	12	13	110
"2003-04"	12	14	138
"2003-04"	12	15	122
"2003-04"	12	16	147
"2003-04"	12	17	130
"2003-04"	12	18	187
"2003-04"	12	19	123
"2003-04"	12	20	148
"2003-04"	12	21	97
"2003-04"	12	22	82
"2003-04"	12	23	76
"2003-04"	12	24	37
"2003-04"	12	25	35
"2003-04"	12	26	178
"2003-04"	12	27	230
"2003-04"	12	28	110
"2003-04"	12	29	49
"2003-04"	12	30	13
"2003-04"	12	31	3
"2003-04"	12	32	2
"2003-04"	12	33	2
"2003-04"	12	34	1
"2003-04"	12	35	1
"2003-04"	12	36	2
"2003-04"	12	39	2
"2003-04"	12	40	1
"2003-04"	12	41	1
"2003-04"	12	43	1
"2003-04"	12	44	1
"2003-04"	12	45	1
"2003-04"	12	46	1
"2003-04"	12	51	2
"2003-04"	12	52	2
"2003-04"	12	53	1
"2003-04"	12	61	1
"2003-04"	12	62	1
"2003-04"	12	64	1
"2003-04"	12	65	1
"2003-04"	12	69	1
"2003-04"	12	81	1
"2003-04"	12	86	1
"2003-04"	12	88	1
"2003-04"	13	1	2
"2003-04"	13	2	7
"2003-04"	13	3	52
"2003-04"	13	4	73
"2003-04"	13	5	135
"2003-04"	13	6	188
"2003-04"	13	7	150
"2003-04"	13	8	118
"2003-04"	13	9	123
"2003-04"	13	10	108
"2003-04"	13	11	101
"2003-04"	13	12	102
"2003-04"	13	13	97
"2003-04"	13	14	100
"2003-04"	13	15	92
"2003-04"	13	16	137
"2003-04"	13	17	140
"2003-04"	13	18	156
"2003-04"	13	19	139
"2003-04"	13	20	175
"2003-04"	13	21	132
"2003-04"	13	22	102
"2003-04"	13	23	89
"2003-04"	13	24	80
"2003-04"	13	25	32
"2003-04"	13	26	34
"2003-04"	13	27	206
"2003-04"	13	28	197
"2003-04"	13	29	84
"2003-04"	13	30	19
"2003-04"	13	31	10
"2003-04"	13	32	3
"2003-04"	13	33	2
"2003-04"	13	34	1
"2003-04"	13	36	1
"2003-04"	13	38	1
"2003-04"	13	42	1
"2003-04"	13	45	1
"2003-04"	13	46	1
"2003-04"	13	47	1
"2003-04"	13	50	1
"2003-04"	13	51	1
"2003-04"	13	54	1
"2003-04"	13	61	1
"2003-04"	13	63	1
"2003-04"	13	64	1
"2003-04"	14	2	5
"2003-04"	14	3	32
"2003-04"	14	4	67
"2003-04"	14	5	112
"2003-04"	14	6	182
"2003-04"	14	7	200
"2003-04"	14	8	138
"2003-04"	14	9	110
"2003-04"	14	10	110
"2003-04"	14	11	106
"2003-04"	14	12	95
"2003-04"	14	13	59
"2003-04"	14	14	91
"2003-04"	14	15	77
"2003-04"	14	16	70
"2003-04"	14	17	89
"2003-04"	14	18	144
"2003-04"	14	19	177
"2003-04"	14	20	160
"2003-04"	14	21	175
"2003-04"	14	22	122
"2003-04"	14	23	89
"2003-04"	14	24	65
"2003-04"	14	25	42
"2003-04"	14	26	15
"2003-04"	14	27	110
"2003-04"	14	28	157
"2003-04"	14	29	116
"2003-04"	14	30	52
"2003-04"	14	31	13
"2003-04"	14	32	2
"2003-04"	14	36	2
"2003-04"	14	37	2
"2003-04"	14	38	1
"2003-04"	14	44	2
"2003-04"	14	45	1
"2003-04"	14	46	1
"2003-04"	14	47	1
"2003-04"	14	50	1
"2003-04"	14	55	1
"2003-04"	14	59	1
"2003-04"	14	67	2
"2003-04"	15	2	4
"2003-04"	15	3	37
"2003-04"	15	4	39
"2003-04"	15	5	114
"2003-04"	15	6	179
"2003-04"	15	7	154
"2003-04"	15	8	99
"2003-04"	15	9	112
"2003-04"	15	10	90
"2003-04"	15	11	83
"2003-04"	15	12	80
"2003-04"	15	13	77
"2003-04"	15	14	74
"2003-04"	15	15	62
"2003-04"	15	16	76
"2003-04"	15	17	75
"2003-04"	15	18	116
"2003-04"	15	19	157
"2003-04"	15	20	188
"2003-04"	15	21	162
"2003-04"	15	22	126
"2003-04"	15	23	98
"2003-04"	15	24	102
"2003-04"	15	25	59
"2003-04"	15	26	18
"2003-04"	15	27	46
"2003-04"	15	28	143
"2003-04"	15	29	131
"2003-04"	15	30	54
"2003-04"	15	31	22
"2003-04"	15	32	1
"2003-04"	15	33	2
"2003-04"	15	34	1
"2003-04"	15	37	2
"2003-04"	15	40	3
"2003-04"	15	43	1
"2003-04"	15	45	1
"2003-04"	15	54	1
"2003-04"	15	58	1
"2003-04"	15	59	1
"2003-04"	15	60	1
"2003-04"	15	65	1
"2003-04"	15	67	1
"2003-04"	15	71	1
"2003-04"	15	75	1
"2003-04"	15	76	1
"2003-04"	15	89	1
"2003-04"	16	2	2
"2003-04"	16	3	27
"2003-04"	16	4	51
"2003-04"	16	5	93
"2003-04"	16	6	160
"2003-04"	16	7	208
"2003-04"	16	8	115
"2003-04"	16	9	103
"2003-04"	16	10	90
"2003-04"	16	11	107
"2003-04"	16	12	86
"2003-04"	16	13	70
"2003-04"	16	14	70
"2003-04"	16	15	73
"2003-04"	16	16	61
"2003-04"	16	17	61
"2003-04"	16	18	97
"2003-04"	16	19	117
"2003-04"	16	20	140
"2003-04"	16	21	178
"2003-04"	16	22	144
"2003-04"	16	23	126
"2003-04"	16	24	72
"2003-04"	16	25	69
"2003-04"	16	26	41
"2003-04"	16	27	16
"2003-04"	16	28	83
"2003-04"	16	29	159
"2003-04"	16	30	80
"2003-04"	16	31	29
"2003-04"	16	32	5
"2003-04"	16	33	1
"2003-04"	16	34	1
"2003-04"	16	35	1
"2003-04"	16	37	2
"2003-04"	16	38	2
"2003-04"	16	41	1
"2003-04"	16	42	1
"2003-04"	16	43	1
"2003-04"	16	44	1
"2003-04"	16	46	4
"2003-04"	16	49	2
"2003-04"	16	50	1
"2003-04"	16	55	1
"2003-04"	16	61	1
"2003-04"	16	63	1
"2003-04"	16	71	1
"2003-04"	16	72	1
"2003-04"	17	2	2
"2003-04"	17	3	13
"2003-04"	17	4	36
"2003-04"	17	5	73
"2003-04"	17	6	156
"2003-04"	17	7	158
"2003-04"	17	8	125
"2003-04"	17	9	124
"2003-04"	17	10	121
"2003-04"	17	11	79
"2003-04"	17	12	52
"2003-04"	17	13	76
"2003-04"	17	14	71
"2003-04"	17	15	39
"2003-04"	17	16	76
"2003-04"	17	17	60
"2003-04"	17	18	71
"2003-04"	17	19	110
"2003-04"	17	20	167
"2003-04"	17	21	149
"2003-04"	17	22	115
"2003-04"	17	23	107
"2003-04"	17	24	97
"2003-04"	17	25	52
"2003-04"	17	26	44
"2003-04"	17	27	20
"2003-04"	17	28	36
"2003-04"	17	29	109
"2003-04"	17	30	94
"2003-04"	17	31	50
"2003-04"	17	32	7
"2003-04"	17	33	2
"2003-04"	17	34	2
"2003-04"	17	35	2
"2003-04"	17	37	1
"2003-04"	17	38	1
"2003-04"	17	42	1
"2003-04"	17	43	1
"2003-04"	17	44	1
"2003-04"	17	45	4
"2003-04"	17	46	2
"2003-04"	17	47	2
"2003-04"	17	50	1
"2003-04"	17	52	1
"2003-04"	17	53	1
"2003-04"	17	57	1
"2003-04"	17	64	1
"2003-04"	17	69	1
"2003-04"	17	77	1
"2003-04"	18	2	1
"2003-04"	18	3	11
"2003-04"	18	4	40
"2003-04"	18	5	93
"2003-04"	18	6	130
"2003-04"	18	7	234
"2003-04"	18	8	195
"2003-04"	18	9	177
"2003-04"	18	10	132
"2003-04"	18	11	125
"2003-04"	18	12	101
"2003-04"	18	13	82
"2003-04"	18	14	99
"2003-04"	18	15	64
"2003-04"	18	16	52
"2003-04"	18	17	67
"2003-04"	18	18	104
"2003-04"	18	19	117
"2003-04"	18	20	145
"2003-04"	18	21	132
"2003-04"	18	22	125
"2003-04"	18	23	113
"2003-04"	18	24	86
"2003-04"	18	25	72
"2003-04"	18	26	68
"2003-04"	18	27	34
"2003-04"	18	28	13
"2003-04"	18	29	124
"2003-04"	18	30	107
"2003-04"	18	31	43
"2003-04"	18	32	22
"2003-04"	18	33	3
"2003-04"	18	34	4
"2003-04"	18	35	1
"2003-04"	18	36	1
"2003-04"	18	42	1
"2003-04"	18	45	1
"2003-04"	18	47	1
"2003-04"	18	48	1
"2003-04"	18	51	1
"2003-04"	18	52	1
"2003-04"	18	58	1
"2003-04"	18	64	2
"2003-04"	18	70	2
"2003-04"	19	2	1
"2003-04"	19	3	9
"2003-04"	19	4	12
"2003-04"	19	5	64
"2003-04"	19	6	154
"2003-04"	19	7	184
"2003-04"	19	8	167
"2003-04"	19	9	201
"2003-04"	19	10	165
"2003-04"	19	11	128
"2003-04"	19	12	111
"2003-04"	19	13	122
"2003-04"	19	14	70
"2003-04"	19	15	59
"2003-04"	19	16	66
"2003-04"	19	17	63
"2003-04"	19	18	74
"2003-04"	19	19	68
"2003-04"	19	20	85
"2003-04"	19	21	72
"2003-04"	19	22	68
"2003-04"	19	23	84
"2003-04"	19	24	100
"2003-04"	19	25	63
"2003-04"	19	26	43
"2003-04"	19	27	43
"2003-04"	19	28	5
"2003-04"	19	29	66
"2003-04"	19	30	101
"2003-04"	19	31	72
"2003-04"	19	32	21
"2003-04"	19	33	6
"2003-04"	19	36	1
"2003-04"	19	37	1
"2003-04"	19	38	1
"2003-04"	19	47	1
"2003-04"	19	52	1
"2003-04"	19	53	1
"2003-04"	19	68	1
"2003-04"	19	74	1
"2003-04"	19	78	1
"2003-04"	19	83	1
"2003-04"	19	89	1
"2003-04"	20	3	2
"2003-04"	20	4	14
"2003-04"	20	5	59
"2003-04"	20	6	107
"2003-04"	20	7	201
"2003-04"	20	8	193
"2003-04"	20	9	190
"2003-04"	20	10	139
"2003-04"	20	11	160
"2003-04"	20	12	133
"2003-04"	20	13	87
"2003-04"	20	14	70
"2003-04"	20	15	67
"2003-04"	20	16	66
"2003-04"	20	17	51
"2003-04"	20	18	65
"2003-04"	20	19	46
"2003-04"	20	20	53
"2003-04"	20	21	73
"2003-04"	20	22	77
"2003-04"	20	23	79
"2003-04"	20	24	76
"2003-04"	20	25	66
"2003-04"	20	26	46
"2003-04"	20	27	35
"2003-04"	20	28	7
"2003-04"	20	29	52
"2003-04"	20	30	108
"2003-04"	20	31	49
"2003-04"	20	32	14
"2003-04"	20	33	9
"2003-04"	20	34	2
"2003-04"	20	36	1
"2003-04"	20	37	1
"2003-04"	20	47	1
"2003-04"	20	54	1
"2003-04"	20	55	1
"2003-04"	20	58	1
"2003-04"	20	65	1
"2003-04"	20	66	1
"2003-04"	21	4	11
"2003-04"	21	5	54
"2003-04"	21	6	121
"2003-04"	21	7	176
"2003-04"	21	8	199
"2003-04"	21	9	233
"2003-04"	21	10	223
"2003-04"	21	11	161
"2003-04"	21	12	147
"2003-04"	21	13	104
"2003-04"	21	14	60
"2003-04"	21	15	50
"2003-04"	21	16	66
"2003-04"	21	17	61
"2003-04"	21	18	45
"2003-04"	21	19	38
"2003-04"	21	20	57
"2003-04"	21	21	65
"2003-04"	21	22	45
"2003-04"	21	23	61
"2003-04"	21	24	80
"2003-04"	21	25	65
"2003-04"	21	26	42
"2003-04"	21	27	45
"2003-04"	21	28	18
"2003-04"	21	29	26
"2003-04"	21	30	112
"2003-04"	21	31	92
"2003-04"	21	32	36
"2003-04"	21	33	11
"2003-04"	21	34	3
"2003-04"	21	35	1
"2003-04"	21	36	1
"2003-04"	21	37	1
"2003-04"	21	38	1
"2003-04"	21	39	1
"2003-04"	21	46	1
"2003-04"	21	49	1
"2003-04"	21	65	1
"2003-04"	21	74	2
"2003-04"	22	3	3
"2003-04"	22	4	6
"2003-04"	22	5	57
"2003-04"	22	6	150
"2003-04"	22	7	228
"2003-04"	22	8	243
"2003-04"	22	9	187
"2003-04"	22	10	224
"2003-04"	22	11	220
"2003-04"	22	12	135
"2003-04"	22	13	85
"2003-04"	22	14	76
"2003-04"	22	15	49
"2003-04"	22	16	36
"2003-04"	22	17	33
"2003-04"	22	18	51
"2003-04"	22	19	28
"2003-04"	22	20	37
"2003-04"	22	21	51
"2003-04"	22	22	59
"2003-04"	22	23	52
"2003-04"	22	24	45
"2003-04"	22	25	75
"2003-04"	22	26	37
"2003-04"	22	27	38
"2003-04"	22	28	20
"2003-04"	22	29	18
"2003-04"	22	30	95
"2003-04"	22	31	83
"2003-04"	22	32	42
"2003-04"	22	33	12
"2003-04"	22	34	6
"2003-04"	22	45	2
"2003-04"	22	51	2
"2003-04"	22	55	1
"2003-04"	22	65	1
"2003-04"	23	3	1
"2003-04"	23	4	6
"2003-04"	23	5	74
"2003-04"	23	6	379
"2003-04"	23	7	363
"2003-04"	23	8	239
"2003-04"	23	9	225
"2003-04"	23	10	237
"2003-04"	23	11	192
"2003-04"	23	12	164
"2003-04"	23	13	132
"2003-04"	23	14	60
"2003-04"	23	15	46
"2003-04"	23	16	56
"2003-04"	23	17	33
"2003-04"	23	18	39
"2003-04"	23	19	38
"2003-04"	23	20	68
"2003-04"	23	21	58
"2003-04"	23	22	55
"2003-04"	23	23	69
"2003-04"	23	24	73
"2003-04"	23	25	51
"2003-04"	23	26	43
"2003-04"	23	27	48
"2003-04"	23	28	30
"2003-04"	23	29	20
"2003-04"	23	30	85
"2003-04"	23	31	127
"2003-04"	23	32	59
"2003-04"	23	33	18
"2003-04"	23	34	2
"2003-04"	23	35	2
"2003-04"	23	36	1
"2003-04"	23	37	2
"2003-04"	23	38	2
"2003-04"	23	47	1
"2003-04"	23	49	1
"2003-04"	23	60	1
"2003-04"	24	3	1
"2003-04"	24	4	15
"2003-04"	24	5	116
"2003-04"	24	6	494
"2003-04"	24	7	464
"2003-04"	24	8	216
"2003-04"	24	9	184
"2003-04"	24	10	244
"2003-04"	24	11	309
"2003-04"	24	12	238
"2003-04"	24	13	149
"2003-04"	24	14	109
"2003-04"	24	15	84
"2003-04"	24	16	49
"2003-04"	24	17	46
"2003-04"	24	18	49
"2003-04"	24	19	48
"2003-04"	24	20	65
"2003-04"	24	21	80
"2003-04"	24	22	73
"2003-04"	24	23	85
"2003-04"	24	24	68
"2003-04"	24	25	66
"2003-04"	24	26	79
"2003-04"	24	27	51
"2003-04"	24	28	33
"2003-04"	24	29	20
"2003-04"	24	30	132
"2003-04"	24	31	138
"2003-04"	24	32	70
"2003-04"	24	33	15
"2003-04"	24	34	3
"2003-04"	24	35	1
"2003-04"	24	36	2
"2003-04"	24	37	1
"2003-04"	24	41	1
"2003-04"	24	43	2
"2003-04"	24	46	1
"2003-04"	24	47	1
"2003-04"	24	51	1
"2003-04"	24	58	2
"2003-04"	24	59	1
"2003-04"	24	60	1
"2003-04"	24	62	1
"2003-04"	24	64	1
"2003-04"	24	65	1
"2003-04"	24	69	1
"2003-04"	24	74	1
"2003-04"	24	80	1
"2003-04"	25	3	8
"2003-04"	25	4	28
"2003-04"	25	5	259
"2003-04"	25	6	880
"2003-04"	25	7	575
"2003-04"	25	8	246
"2003-04"	25	9	293
"2003-04"	25	10	388
"2003-04"	25	11	393
"2003-04"	25	12	400
"2003-04"	25	13	323
"2003-04"	25	14	201
"2003-04"	25	15	112
"2003-04"	25	16	143
"2003-04"	25	17	110
"2003-04"	25	18	106
"2003-04"	25	19	91
"2003-04"	25	20	131
"2003-04"	25	21	164
"2003-04"	25	22	124
"2003-04"	25	23	132
"2003-04"	25	24	157
"2003-04"	25	25	140
"2003-04"	25	26	153
"2003-04"	25	27	87
"2003-04"	25	28	50
"2003-04"	25	29	22
"2003-04"	25	30	181
"2003-04"	25	31	234
"2003-04"	25	32	112
"2003-04"	25	33	21
"2003-04"	25	34	11
"2003-04"	25	35	4
"2003-04"	25	36	5
"2003-04"	25	38	1
"2003-04"	25	39	1
"2003-04"	25	40	1
"2003-04"	25	41	3
"2003-04"	25	42	1
"2003-04"	25	43	1
"2003-04"	25	45	1
"2003-04"	25	46	4
"2003-04"	25	50	1
"2003-04"	25	51	1
"2003-04"	25	52	2
"2003-04"	25	53	2
"2003-04"	25	55	1
"2003-04"	25	60	2
"2003-04"	25	61	1
"2003-04"	25	68	2
"2003-04"	25	75	1
"2003-04"	25	84	1
"2003-04"	26	4	16
"2003-04"	26	5	150
"2003-04"	26	6	47048
"2003-04"	26	7	215
"2003-04"	26	8	98
"2003-04"	26	9	120
"2003-04"	26	10	147
"2003-04"	26	11	176
"2003-04"	26	12	174
"2003-04"	26	13	125
"2003-04"	26	14	77
"2003-04"	26	15	55
"2003-04"	26	16	42
"2003-04"	26	17	46
"2003-04"	26	18	43
"2003-04"	26	19	38
"2003-04"	26	20	65
"2003-04"	26	21	58
"2003-04"	26	22	60
"2003-04"	26	23	50
"2003-04"	26	24	57
"2003-04"	26	25	67
"2003-04"	26	26	46
"2003-04"	26	27	35
"2003-04"	26	28	18
"2003-04"	26	29	11
"2003-04"	26	30	56
"2003-04"	26	31	79
"2003-04"	26	32	35
"2003-04"	26	33	11
"2003-04"	26	34	4
"2003-04"	26	36	2
